,Course,Section,Building Code,Room Number,Meeting Days,Start Time,Finish Time
4744,MATH634,0101,MTH,1311,TuTh,12:30pm,1:45pm
4745,MATH670,0101,MTH,0407,TuTh,12:30pm,1:45pm
4746,MATH673,0101,MTH,0307,TuTh,11:00am,12:15pm
4747,MATH695,0101,MTH,B0421,W,4:00pm,5:30pm
4748,MATH712,0101,MTH,2300,MWF,1:00pm,1:50pm
4749,MATH730,0101,MTH,0104,MWF,9:00am,9:50am
4750,MATH742,0101,MTH,B0431,TuTh,2:00pm,3:15pm
4751,MATH808J,0101,MTH,0102,MWF,1:00pm,1:50pm
4752,MATH808L,0101,MTH,1311,MWF,10:00am,10:50am
4753,MATH848E,0101,EGR,2116,TuTh,11:00am,12:15pm
4754,MATH858N,0101,MTH,0401,MWF,2:00pm,2:50pm
4755,MEES498I,0101,HJP,1213B,TuTh,2:00pm,3:30pm
4756,MEES607,0101,HJP,1213B,MW,1:00pm,2:20pm
4757,MEES608B,0101,HJP,1213B,M,11:30am,12:20pm
4758,MEES608D,0101,HJP,1213B,F,9:00am,10:50am
4759,MEES608O,0101,HJP,1213B,F,12:00pm,1:50pm
4760,MEES618A,0101,HJP,1213C,F,10:00am,11:50am
4761,MEES626,0101,HJP,1213C,MW,8:30am,9:50am
4762,MEES640,0101,HJP,1213B,TuTh,11:00am,12:50pm
4763,MEES660,0101,HJP,1213B,TuTh,9:00am,10:50am
4764,MEES680,0101,HJP,1213B,MW,8:00am,9:50am
4765,MEES698B,0101,HJP,1213B,MW,10:00am,11:30am
4766,MEES698E,0101,BPS,1232,Tu,3:30pm,6:30pm
4767,MEES698I,0101,HJP,1213B,TuTh,2:00pm,3:30pm
4768,MEES698R,0101,HJP,1213C,TuTh,9:00am,10:20am
4769,MEES698X,0101,HJP,1213C,TuTh,10:30am,11:50am
4770,MEES708W,0101,HJP,1213C,M,2:30pm,4:20pm
4771,MEES718W,0101,HJP,1213C,F,12:00pm,2:00pm
4772,MIEH300,0101,SPH,1312,MW,9:00am,9:50am
4773,MIEH300,0102,SPH,1312,MW,9:00am,9:50am
4774,MIEH300,0103,SPH,1312,MW,9:00am,9:50am
4775,MIEH300,0104,SPH,1312,MW,9:00am,9:50am
4776,MIEH300,0105,SPH,1312,MW,9:00am,9:50am
4777,MIEH300,0106,SPH,1312,MW,9:00am,9:50am
4778,MIEH300,SG91,BLD2,2052,Tu,2:00pm,4:30pm
4779,MIEH321,0101,SPH,0303,Tu,6:00pm,8:30pm
4780,MIEH330,0101,ATL,2416,TuTh,12:30pm,1:45pm
4781,MIEH400,0101,ESJ,2208,MW,4:00pm,4:50pm
4782,MIEH400,0102,ESJ,2208,MW,4:00pm,4:50pm
4783,MIEH400,0103,ESJ,2208,MW,4:00pm,4:50pm
4784,MIEH400,0104,ESJ,2208,MW,4:00pm,4:50pm
4785,MIEH400,0105,ESJ,2208,MW,4:00pm,4:50pm
4786,MIEH400,0106,ESJ,2208,MW,4:00pm,4:50pm
4787,MIEH600,0101,SPH,0305,F,1:00pm,3:45pm
4788,MIEH735,0101,TYD,2108,W,1:00pm,3:45pm
4789,MIEH740,0101,PLS,1168,M,4:00pm,6:45pm
4790,MIEH773,0101,EGR,3111,W,9:00am,11:45am
4791,MIEH780,0101,SPH,2234CC,Tu,4:00pm,6:45pm
4792,MLAW100,0101,CCC,1205,TuTh,11:00am,11:50am
4793,MLAW100,0102,CCC,1205,TuTh,11:00am,11:50am
4794,MLAW100,0103,CCC,1205,TuTh,11:00am,11:50am
4795,MLAW304,0101,TYD,2109,TuTh,9:30am,10:45am
4796,MLAW358E,0101,JMZ,0205,MW,2:00pm,3:15pm
4797,MLAW358F,0101,BPS,1236,MW,11:00am,12:15pm
4798,MLAW358P,0101,TWS,1310,W,5:00pm,7:30pm
4799,MLAW377,0101,ITV,1111,M,4:00pm,6:30pm
4800,MLSC308,0101,HJP,2124,Th,3:45pm,4:45pm
4801,MUED155,0101,PAC,3160,MW,4:15pm,5:30pm
4802,MUED186,0101,PAC,2130A,MW,10:00am,10:50am
4803,MUED214,0101,PAC,2540,MWF,10:00am,10:50am
4804,MUED215,0101,PAC,2540,TuTh,2:00pm,3:15pm
4805,MUED320,0101,PAC,1230,TuTh,9:30am,10:45am
4806,MUED420,0101,PAC,2540,Tu,9:20am,11:00am
4807,MUED471,0101,PAC,2130A,TuTh,9:30am,10:45am
4808,MUED489G,0101,PAC,2130A,TuTh,11:00am,12:15pm
4809,MUED692,0101,PAC,2130A,M,5:00pm,7:30pm
4810,MUSC102,0101,PAC,1123,TuTh,2:00pm,3:15pm
4811,MUSC102,0201,PAC,1123,MWF,11:00am,11:50am
4812,MUSC102,0301,PAC,1123,MWF,1:00pm,1:50pm
4813,MUSC102,FC01,PAC,1123,TuTh,3:15pm,4:30pm
4814,MUSC102B,0101,PAC,1123,TuTh,11:00am,12:15pm
4815,MUSC106,0101,PAC,1230,MW,11:00am,11:50am
4816,MUSC123,0101,TWS,1121,Tu,6:15pm,7:45pm
4817,MUSC127,0101,PAC,3164,TuTh,2:00pm,2:50pm
4818,MUSC128,0101,PAC,1123,MW,10:00am,10:50am
4819,MUSC129A,0101,PAC,2201,TuTh,11:00am,12:15pm
4820,MUSC129B,0101,PAC,2201,TuTh,11:00am,12:15pm
4821,MUSC129C,0101,PAC,2201,TuTh,11:00am,12:15pm
4822,MUSC129G,0101,PAC,1230,Th,7:00pm,8:30pm
4823,MUSC129K,0101,PAC,3160,Tu,5:30pm,7:00pm
4824,MUSC129L,0101,PAC,3160,Tu,7:00pm,8:30pm
4825,MUSC129P,0101,PAC,2540,M,5:00pm,7:30pm
4826,MUSC129Q,0101,PAC,2170,Th,7:00pm,8:30pm
4827,MUSC130H,0109,TYD,0117,MW,12:00pm,12:50pm
4828,MUSC130S,0101,TYD,0117,MW,12:00pm,12:50pm
4829,MUSC140,0101,PAC,2168,MW,11:00am,11:50am
4830,MUSC140,0102,PAC,2168,MW,11:00am,11:50am
4831,MUSC140,0201,PAC,2168,MW,12:00pm,12:50pm
4832,MUSC140,0202,PAC,2168,MW,12:00pm,12:50pm
4833,MUSC140,FC01,PAC,3160,Tu,3:00pm,4:15pm
4834,MUSC150,0101,PAC,2160,MWF,8:00am,8:50am
4835,MUSC150,0102,PAC,2160,MWF,8:00am,8:50am
4836,MUSC150,0201,PAC,2160,MWF,9:00am,9:50am
4837,MUSC150,0202,PAC,2160,MWF,9:00am,9:50am
4838,MUSC150,0301,PAC,2160,MWF,10:00am,10:50am
4839,MUSC150,FC01,PAC,3168,MWTh,6:00pm,7:15pm
4840,MUSC202,0101,PAC,1123,MWF,9:00am,9:50am
4841,MUSC205,0101,ARC,0204,MW,11:00am,11:50am
4842,MUSC205,0102,ARC,0204,MW,11:00am,11:50am
4843,MUSC205,0103,ARC,0204,MW,11:00am,11:50am
4844,MUSC205,0104,ARC,0204,MW,11:00am,11:50am
4845,MUSC205,0105,ARC,0204,MW,11:00am,11:50am
4846,MUSC205,0106,ARC,0204,MW,11:00am,11:50am
4847,MUSC205,0107,ARC,0204,MW,11:00am,11:50am
4848,MUSC205,0108,ARC,0204,MW,11:00am,11:50am
4849,MUSC205,0109,ARC,0204,MW,11:00am,11:50am
4850,MUSC205,0110,ARC,0204,MW,11:00am,11:50am
4851,MUSC205,0111,ARC,0204,MW,11:00am,11:50am
4852,MUSC205,0112,ARC,0204,MW,11:00am,11:50am
4853,MUSC205,FC01,PLS,1119,MW,4:30pm,5:45pm
4854,MUSC210,0101,ARC,0204,MW,1:00pm,1:50pm
4855,MUSC210,0102,ARC,0204,MW,1:00pm,1:50pm
4856,MUSC210,0103,ARC,0204,MW,1:00pm,1:50pm
4857,MUSC210,0104,ARC,0204,MW,1:00pm,1:50pm
4858,MUSC210,0105,ARC,0204,MW,1:00pm,1:50pm
4859,MUSC210,0106,ARC,0204,MW,1:00pm,1:50pm
4860,MUSC210,0107,ARC,0204,MW,1:00pm,1:50pm
4861,MUSC210,0108,ARC,0204,MW,1:00pm,1:50pm
4862,MUSC210,0109,ARC,0204,MW,1:00pm,1:50pm
4863,MUSC210,0110,ARC,0204,MW,1:00pm,1:50pm
4864,MUSC210,0111,ARC,0204,MW,1:00pm,1:50pm
4865,MUSC210,0112,ARC,0204,MW,1:00pm,1:50pm
4866,MUSC215,0101,SKN,0200,MW,12:00pm,12:50pm
4867,MUSC215,0102,SKN,0200,MW,12:00pm,12:50pm
4868,MUSC215,0103,SKN,0200,MW,12:00pm,12:50pm
4869,MUSC215,0104,SKN,0200,MW,12:00pm,12:50pm
4870,MUSC215,0105,SKN,0200,MW,12:00pm,12:50pm
4871,MUSC215,0106,SKN,0200,MW,12:00pm,12:50pm
4872,MUSC215,0107,SKN,0200,MW,12:00pm,12:50pm
4873,MUSC215,0108,SKN,0200,MW,12:00pm,12:50pm
4874,MUSC215,0109,SKN,0200,MW,12:00pm,12:50pm
4875,MUSC220,0101,JMZ,0220,MW,1:00pm,1:50pm
4876,MUSC220,0102,JMZ,0220,MW,1:00pm,1:50pm
4877,MUSC220,0103,JMZ,0220,MW,1:00pm,1:50pm
4878,MUSC220,0104,JMZ,0220,MW,1:00pm,1:50pm
4879,MUSC220,0105,JMZ,0220,MW,1:00pm,1:50pm
4880,MUSC220,0106,JMZ,0220,MW,1:00pm,1:50pm
4881,MUSC227,0101,PAC,3164,TuTh,11:00am,11:50am
4882,MUSC229A,0101,PAC,1230,TuTh,3:30pm,6:30pm
4883,MUSC229D,0101,PAC,2540,TuTh,3:30pm,6:30pm
4884,MUSC229E,0101,PAC,2540,MWF,11:00am,12:30pm
4885,MUSC229F,0101,PAC,2540,MWF,3:00pm,5:00pm
4886,MUSC229G,0101,PAC,2540,Tu,7:00pm,9:00pm
4887,MUSC229I,0101,PAC,2540,TuTh,6:30pm,8:30pm
4888,MUSC229J,0101,PAC,1230,MW,5:30pm,7:15pm
4889,MUSC229J,0201,PAC,1230,MW,1:00pm,2:20pm
4890,MUSC229J,0301,PAC,1230,M,7:30pm,9:30pm
4891,MUSC229R,0101,PAC,1230,MW,3:00pm,5:00pm
4892,MUSC229U,0101,PAC,2540,W,7:30pm,9:30pm
4893,MUSC248D,0101,PAC,3160,Th,12:30pm,1:45pm
4894,MUSC250,0101,PAC,3160,TuTh,8:00am,9:15am
4895,MUSC250,0102,PAC,3160,TuTh,8:00am,9:15am
4896,MUSC250,0201,PAC,3168,TuTh,9:30am,10:45am
4897,MUSC250,0202,PAC,3168,TuTh,9:30am,10:45am
4898,MUSC250,0301,PAC,3164,TuTh,9:30am,10:45am
4899,MUSC250,0302,PAC,3164,TuTh,9:30am,10:45am
4900,MUSC310,0101,PAC,2201,MW,2:00pm,2:50pm
4901,MUSC310,0102,PAC,2201,MW,2:00pm,2:50pm
4902,MUSC310,0103,PAC,2201,MW,2:00pm,2:50pm
4903,MUSC328,0101,PAC,2126,Tu,4:00pm,6:00pm
4904,MUSC329A,0101,PAC,2201,TuTh,4:30pm,6:00pm
4905,MUSC329B,0101,PAC,2201,MW,3:00pm,3:50pm
4906,MUSC329E,0101,PAC,2201,Th,7:00pm,10:00pm
4907,MUSC329M,0101,PAC,1230,MWF,12:00pm,12:50pm
4908,MUSC329O,0101,PAC,2170,F,4:00pm,6:00pm
4909,MUSC329W,0101,PAC,2201,MWF,12:00pm,12:50pm
4910,MUSC330,0101,PAC,2200,MW,2:00pm,2:50pm
4911,MUSC330,0102,PAC,2200,MW,2:00pm,2:50pm
4912,MUSC330,0103,PAC,2200,MW,2:00pm,2:50pm
4913,MUSC379,0101,PAC,2170,MW,4:00pm,6:00pm
4914,MUSC438M,0101,PAC,3110A,Tu,3:30pm,6:00pm
4915,MUSC443,0101,PAC,2201,TuTh,9:30am,10:45am
4916,MUSC448E,0101,PAC,3160,TuTh,9:30am,10:45am
4917,MUSC448F,0101,PAC,3110A,M,3:30pm,6:00pm
4918,MUSC448J,0101,PAC,2168,Tu,7:00pm,9:30pm
4919,MUSC450,0101,PAC,2164,TuTh,2:00pm,3:15pm
4920,MUSC451,0101,PAC,2164,W,5:30pm,8:00pm
4921,MUSC453,0101,PAC,1208,M,7:15pm,9:50pm
4922,MUSC455,0101,PAC,3168,TuTh,3:30pm,4:45pm
4923,MUSC490,0101,PAC,2201,MWF,11:00am,11:50am
4924,MUSC490,0201,PAC,2201,MWF,1:00pm,1:50pm
4925,MUSC492,0101,PAC,2160,MW,11:00am,12:15pm
4926,MUSC550,0101,PAC,2160,TuTh,2:00pm,3:15pm
4927,MUSC601,0101,PAC,2170,Tu,10:30am,12:00pm
4928,MUSC604,0101,PAC,2164,Tu,10:30am,12:00pm
4929,MUSC605,0101,PAC,1218,Th,10:30am,12:00pm
4930,MUSC629A,0101,PAC,1230,TuTh,3:30pm,6:30pm
4931,MUSC629C,0101,PAC,2540,MWF,11:00am,12:30pm
4932,MUSC629F,0101,PAC,2540,MWF,3:00pm,5:00pm
4933,MUSC629G,0101,PAC,1230,Th,7:00pm,8:30pm
4934,MUSC629J,0101,PAC,1230,MW,5:30pm,7:15pm
4935,MUSC629J,0201,PAC,1230,MW,1:00pm,2:20pm
4936,MUSC629J,0301,PAC,1230,M,7:30pm,9:30pm
4937,MUSC629K,0101,PAC,3160,Tu,5:30pm,7:00pm
4938,MUSC629L,0101,PAC,3160,Tu,7:00pm,8:30pm
4939,MUSC629P,0101,PAC,2540,M,5:00pm,7:30pm
4940,MUSC629Q,0101,PAC,2170,Th,7:00pm,8:30pm
4941,MUSC629R,0101,PAC,1230,MW,3:00pm,5:00pm
4942,MUSC629U,0101,PAC,2540,W,7:30pm,9:30pm
4943,MUSC629W,0101,PAC,2540,TuTh,3:30pm,6:30pm
4944,MUSC632,0101,PAC,3110A,W,3:30pm,6:00pm
4945,MUSC639J,0101,PAC,2168,Tu,7:00pm,9:30pm
4946,MUSC646,0101,PAC,3110A,TuTh,11:00am,12:15pm
4947,MUSC648,0101,PAC,2515C,Tu,7:00pm,9:30pm
4948,MUSC648,0201,PAC,2515C,M,7:00pm,9:30pm
4949,MUSC648,0301,PAC,2515C,TuTh,9:30am,10:45am
4950,MUSC648,0401,PAC,2515C,Th,7:00pm,9:30pm
4951,MUSC649A,0101,PAC,2201,TuTh,4:30pm,6:00pm
4952,MUSC649B,0101,PAC,2201,MW,3:00pm,3:50pm
4953,MUSC649E,0101,PAC,2201,Th,7:00pm,10:00pm
4954,MUSC649M,0101,PAC,1230,MWF,12:00pm,12:50pm
4955,MUSC649O,0101,PAC,2170,F,4:00pm,6:00pm
4956,MUSC649W,0101,PAC,2201,MWF,12:00pm,12:50pm
4957,MUSC651,0101,PAC,2164,W,2:00pm,4:30pm
4958,MUSC655,0101,PAC,3168,TuTh,3:30pm,4:45pm
4959,MUSC659A,0101,PAC,3160,MW,10:00am,10:50am
4960,MUSC670,0101,PAC,3160,TuTh,11:00am,12:15pm
4961,MUSC679F,0101,PAC,3110A,M,3:30pm,6:00pm
4962,MUSC699E,0101,PAC,3160,TuTh,9:30am,10:45am
4963,MUSC699F,0101,PAC,3110A,F,11:00am,1:30pm
4964,MUSC699L,0101,PAC,3110A,W,6:30pm,9:00pm
4965,MUSC699O,0101,PAC,3110A,Th,3:30pm,6:00pm
4966,MUSC757,0101,PAC,2126,Tu,12:30pm,1:30pm
4967,MUSC758,0101,PAC,2126,W,1:00pm,2:15pm
4968,MUSC800P,0101,PAC,2126,W,2:30pm,5:00pm
4969,MUSC800V,0101,PAC,3164,W,3:00pm,5:30pm
4970,MUSC830S,0101,PAC,2126,M,9:00am,12:00pm
4971,NACS608,0101,BRB,1103,F,10:15am,11:15am
4972,NACS640,0101,COL,0211,Tu,9:30am,11:30am
4973,NACS641,0101,BPS,0283,MW,3:00pm,4:45pm
4974,NACS643,0101,PLS,1180,MW,12:00pm,1:50pm
4975,NACS645,0101,COL,0211,MW,1:00pm,2:45pm
4976,NACS728F,0101,BPS,1232,TuTh,11:00am,12:15pm
4977,NACS728J,0101,BPS,2249,MW,2:00pm,3:15pm
4978,NAVY100,0101,PLS,1130,MW,8:00am,9:15am
4979,NAVY108,0101,ARM,0135,Th,7:00am,7:50am
4980,NAVY200,0101,SYM,0200,TuTh,8:00am,9:15am
4981,NAVY300,0101,ARM,0120,MW,8:00am,9:15am
4982,NAVY400,0101,ARM,0120,TuTh,8:00am,9:15am
4983,NFSC100,0101,TYD,0130,MW,1:00pm,1:50pm
4984,NFSC100,0103,TYD,0130,MW,1:00pm,1:50pm
4985,NFSC100,0104,TYD,0130,MW,1:00pm,1:50pm
4986,NFSC100,0105,TYD,0130,MW,1:00pm,1:50pm
4987,NFSC100,0106,TYD,0130,MW,1:00pm,1:50pm
4988,NFSC100,0107,TYD,0130,MW,1:00pm,1:50pm
4989,NFSC100,0108,TYD,0130,MW,1:00pm,1:50pm
4990,NFSC100,0109,TYD,0130,MW,1:00pm,1:50pm
4991,NFSC100,0111,TYD,0130,MW,1:00pm,1:50pm
4992,NFSC100,0112,TYD,0130,MW,1:00pm,1:50pm
4993,NFSC100,0113,TYD,0130,MW,1:00pm,1:50pm
4994,NFSC100,0114,TYD,0130,MW,1:00pm,1:50pm
4995,NFSC100,0116,TYD,0130,MW,1:00pm,1:50pm
4996,NFSC100,FC01,SYM,0200,MW,4:30pm,5:20pm
4997,NFSC100,FC02,SYM,0200,MW,4:30pm,5:20pm
4998,NFSC100H,0101,TYD,0130,MW,1:00pm,1:50pm
4999,NFSC112,0101,ARM,0131,MW,10:00am,10:50am
5000,NFSC112,0102,ARM,0131,MW,10:00am,10:50am
5001,NFSC112,0103,ARM,0131,MW,10:00am,10:50am
5002,NFSC112,0104,ARM,0131,MW,10:00am,10:50am
5003,NFSC112,0105,ARM,0131,MW,10:00am,10:50am
5004,NFSC112,0106,ARM,0131,MW,10:00am,10:50am
5005,NFSC112,FC01,WDS,0104,MW,3:00pm,4:15pm
5006,NFSC350,0101,TYD,1101,TuTh,4:00pm,5:15pm
5007,NFSC350,0102,TYD,1101,TuTh,4:00pm,5:15pm
5008,NFSC350,0103,TYD,1101,TuTh,4:00pm,5:15pm
5009,NFSC350,0104,TYD,1101,TuTh,4:00pm,5:15pm
5010,NFSC380,0101,SKN,0104,MW,1:00pm,1:50pm
5011,NFSC380,0102,SKN,0104,MW,1:00pm,1:50pm
5012,NFSC421,0101,LEF,2166,MW,12:30pm,1:45pm
5013,NFSC422,0101,PLS,1162,W,2:00pm,2:50pm
5014,NFSC423,0101,MMH,3419,W,8:30am,9:20am
5015,NFSC425,0101,PLS,1115,TuTh,11:00am,12:15pm
5016,NFSC440,0101,PLS,1140,TuTh,2:00pm,3:40pm
5017,NFSC498F,0101,MMH,3112,M,2:15pm,5:00pm
5018,NFSC498T,0101,SKN,0101,Tu,9:30am,12:15pm
5019,NFSC620,0101,MMH,3112,Tu,4:00pm,6:45pm
5020,NFSC678F,0101,MMH,3112,M,2:15pm,5:00pm
5021,NFSC678R,0101,PLS,1140,TuTh,2:00pm,3:40pm
5022,NFSC678V,0101,SKN,0101,Tu,2:30pm,5:15pm
5023,NFSC679R,0101,KEY,0126,MW,11:00am,11:50am
5024,NFSC679T,0101,SKN,0101,Tu,9:30am,12:15pm
5025,NFSC688,0101,KEY,0126,W,12:00pm,12:50pm
5026,NFSC735,0101,TYD,2108,W,1:00pm,3:45pm
5027,PEER311,0101,JMZ,2206,M,4:00pm,5:00pm
5028,PEER312,0101,JMZ,3120,M,4:00pm,5:00pm
5029,PEER313,0101,JMZ,1117,M,4:00pm,5:00pm
5030,PEER314,0101,JMZ,2117,M,4:00pm,5:00pm
5031,PEER318,0101,UHC,0170,W,5:00pm,6:30pm
5032,PEER338,0101,JMZ,0120,M,5:00pm,6:30pm
5033,PERS101,0101,HJP,2114,MWF,10:00am,10:50am
5034,PERS211,0101,HJP,2114,MWF,11:00am,11:50am
5035,PERS251,0101,JMZ,2122,TuTh,3:30pm,4:45pm
5036,PERS283,0101,KEY,0121,MW,3:30pm,4:45pm
5037,PERS301,0101,HJP,2114,MWF,1:00pm,1:50pm
5038,PERS371,0101,JMZ,0205,TuTh,12:30pm,1:45pm
5039,PERS398Q,0101,HJP,3117,F,9:00am,11:45am
5040,PERS398R,0101,HJP,3117,TuTh,9:00am,10:30am
5041,PERS399D,0101,HJP,3117,M,9:00am,11:45am
5042,PERS498N,0101,JMZ,2122,Tu,6:00pm,8:30pm
5043,PERS498Q,0101,HJP,3117,W,9:00am,12:00pm
5044,PHIL100,0101,MMH,1400,TuTh,11:00am,11:50am
5045,PHIL100,0102,MMH,1400,TuTh,11:00am,11:50am
5046,PHIL100,0103,MMH,1400,TuTh,11:00am,11:50am
5047,PHIL100,0104,MMH,1400,TuTh,11:00am,11:50am
5048,PHIL100,0105,MMH,1400,TuTh,11:00am,11:50am
5049,PHIL100,0106,MMH,1400,TuTh,11:00am,11:50am
5050,PHIL100,0201,TWS,1100,MW,10:00am,10:50am
5051,PHIL100,0202,TWS,1100,MW,10:00am,10:50am
5052,PHIL100,0203,TWS,1100,MW,10:00am,10:50am
5053,PHIL100,FC01,KEY,0126,TuTh,6:00pm,7:15pm
5054,PHIL140,0101,SKN,0200,TuTh,9:30am,10:20am
5055,PHIL140,0102,SKN,0200,TuTh,9:30am,10:20am
5056,PHIL140,0103,SKN,0200,TuTh,9:30am,10:20am
5057,PHIL140,0104,SKN,0200,TuTh,9:30am,10:20am
5058,PHIL140,0105,SKN,0200,TuTh,9:30am,10:20am
5059,PHIL140,0106,SKN,0200,TuTh,9:30am,10:20am
5060,PHIL140,0201,JMZ,0220,MW,12:00pm,12:50pm
5061,PHIL140,0202,JMZ,0220,MW,12:00pm,12:50pm
5062,PHIL140,0203,JMZ,0220,MW,12:00pm,12:50pm
5063,PHIL140,0204,JMZ,0220,MW,12:00pm,12:50pm
5064,PHIL140,0205,JMZ,0220,MW,12:00pm,12:50pm
5065,PHIL140,0206,JMZ,0220,MW,12:00pm,12:50pm
5066,PHIL140,FC01,PLS,1113,MW,6:00pm,7:15pm
5067,PHIL140,FC02,PHY,4221,TuTh,6:00pm,7:15pm
5068,PHIL140,FC03,PHY,4221,TuTh,7:30pm,8:45pm
5069,PHIL140,FC04,HBK,0115,MW,3:00pm,4:15pm
5070,PHIL140,FC05,PLS,1113,MW,7:30pm,8:45pm
5071,PHIL170,0101,ESJ,0202,MW,11:00am,11:50am
5072,PHIL170,0102,ESJ,0202,MW,11:00am,11:50am
5073,PHIL170,0103,ESJ,0202,MW,11:00am,11:50am
5074,PHIL170,0104,ESJ,0202,MW,11:00am,11:50am
5075,PHIL170,0105,ESJ,0202,MW,11:00am,11:50am
5076,PHIL170,0106,ESJ,0202,MW,11:00am,11:50am
5077,PHIL170,0107,ESJ,0202,MW,11:00am,11:50am
5078,PHIL170,0108,ESJ,0202,MW,11:00am,11:50am
5079,PHIL170,0109,ESJ,0202,MW,11:00am,11:50am
5080,PHIL209A,0101,TWS,0310,TuTh,9:30am,10:20am
5081,PHIL209A,0102,TWS,0310,TuTh,9:30am,10:20am
5082,PHIL209A,0103,TWS,0310,TuTh,9:30am,10:20am
5083,PHIL209E,0101,TWS,0310,TuTh,2:00pm,2:50pm
5084,PHIL209E,0102,TWS,0310,TuTh,2:00pm,2:50pm
5085,PHIL209E,0103,TWS,0310,TuTh,2:00pm,2:50pm
5086,PHIL209I,0101,TYD,2109,MW,12:00pm,12:50pm
5087,PHIL209I,0102,TYD,2109,MW,12:00pm,12:50pm
5088,PHIL209I,0103,TYD,2109,MW,12:00pm,12:50pm
5089,PHIL209N,0101,BPS,1250,MW,10:00am,10:50am
5090,PHIL209N,0102,BPS,1250,MW,10:00am,10:50am
5091,PHIL209N,0103,BPS,1250,MW,10:00am,10:50am
5092,PHIL209N,0104,BPS,1250,MW,10:00am,10:50am
5093,PHIL209N,0105,BPS,1250,MW,10:00am,10:50am
5094,PHIL209N,0106,BPS,1250,MW,10:00am,10:50am
5095,PHIL236,0101,TWS,0310,TuTh,12:30pm,1:20pm
5096,PHIL236,0102,TWS,0310,TuTh,12:30pm,1:20pm
5097,PHIL236,0103,TWS,0310,TuTh,12:30pm,1:20pm
5098,PHIL250H,0101,SYM,0209,TuTh,12:30pm,1:45pm
5099,PHIL308T,0101,CHE,2145,TuTh,2:00pm,3:15pm
5100,PHIL308W,0101,SKN,1112,TuTh,11:00am,12:15pm
5101,PHIL310,0101,TWS,1100,TuTh,11:00am,11:50am
5102,PHIL310,0102,TWS,1100,TuTh,11:00am,11:50am
5103,PHIL310,0103,TWS,1100,TuTh,11:00am,11:50am
5104,PHIL332,0101,SKN,1112,TuTh,9:30am,10:45am
5105,PHIL338A,0101,JMZ,1224,MW,3:30pm,4:45pm
5106,PHIL341,0101,JMZ,2207,TuTh,3:30pm,4:45pm
5107,PHIL360,0101,SKN,1115,TuTh,9:30am,10:45am
5108,PHIL362,0101,SKN,1115,TuTh,2:00pm,3:15pm
5109,PHIL370,0101,JMZ,0103,MW,2:00pm,3:15pm
5110,PHIL408M,0101,SKN,1115,MW,2:00pm,3:15pm
5111,PHIL428B,0101,KEY,0123,M,3:30pm,6:00pm
5112,PHIL428K,0101,SQH,1119,TuTh,11:00am,12:15pm
5113,PHIL428M,0101,SQH,4116,Th,2:00pm,4:30pm
5114,PHIL428N,0101,KEY,1117,TuTh,3:30pm,4:45pm
5115,PHIL454,0101,HBK,1108,MW,2:00pm,3:15pm
5116,PHIL660,0101,SKN,1116,W,1:00pm,3:30pm
5117,PHIL688T,0101,MMH,1108B,MW,9:00am,10:15am
5118,PHIL848A,0101,SKN,1116,Th,1:00pm,3:30pm
5119,PHIL858D,0101,SKN,1116,Tu,4:30pm,7:00pm
5120,PHIL878D,0101,SKN,1116,M,3:00pm,5:30pm
5121,PHSC401,0101,SPH,1312,MW,5:00pm,5:50pm
5122,PHSC401,0102,SPH,1312,MW,5:00pm,5:50pm
5123,PHSC401,0103,SPH,1312,MW,5:00pm,5:50pm
5124,PHSC401,0104,SPH,1312,MW,5:00pm,5:50pm
5125,PHSC401,0105,SPH,1312,MW,5:00pm,5:50pm
5126,PHSC401,0106,SPH,1312,MW,5:00pm,5:50pm
5127,PHSC401,0107,SPH,1312,MW,5:00pm,5:50pm
5128,PHSC401,SG91,BLD3,4203,Th,6:00pm,8:30pm
5129,PHSC402,0101,WDS,1130,W,2:00pm,4:30pm
5130,PHSC402,SG91,BLD3,2203,W,9:00am,11:30am
5131,PHSC412,0101,SPH,0307,Th,5:00pm,7:30pm
5132,PHSC415,0101,ESJ,2208,MW,1:00pm,1:50pm
5133,PHSC415,0102,ESJ,2208,MW,1:00pm,1:50pm
5134,PHSC415,0103,ESJ,2208,MW,1:00pm,1:50pm
5135,PHSC415,0104,ESJ,2208,MW,1:00pm,1:50pm
5136,PHSC415,0105,ESJ,2208,MW,1:00pm,1:50pm
5137,PHSC415,0106,ESJ,2208,MW,1:00pm,1:50pm
5138,PHSC415,SG91,BLD3,4216,Tu,9:30am,12:00pm
5139,PHSC426,SG91,BLD3,3226,Tu,5:15pm,7:45pm
5140,PHSC497,0101,PLS,1158,M,5:00pm,7:30pm
5141,PHSC497,0301,ATL,2316,Tu,4:00pm,6:30pm
5142,PHSC497,0501,SPH,0303,W,5:00pm,7:30pm
5143,PHSC497,0601,ATL,2416,W,6:00pm,8:30pm
5144,PHSC497,SG91,BLD3,3225,Tu,5:15pm,7:45pm
5145,PHYS102,0101,PHY,1410,TuTh,9:30am,10:45am
5146,PHYS103,0101,PHY,3220,Th,11:00am,12:50pm
5147,PHYS103,0201,PHY,3220,Th,1:00pm,2:50pm
5148,PHYS103,0301,PHY,3220,Th,3:30pm,5:20pm
5149,PHYS103,0401,PHY,3220,F,10:00am,11:50am
5150,PHYS103,0501,PHY,3220,F,12:00pm,1:50pm
